cycle_number,max_capacity_in_Ah,mean_temperature_in_C,max_abs_current_in_A,c_rate,nominal_capacity_Ah,depth_of_discharge,depth_of_charge,anode_material,cathode_material,electrolyte_material,cell_id,SOH,source_file
41,0.8855234,25,5.1007957,5.1007957,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.986145001,NA-ion_270040-5-3-37
42,0.8850992,25,5.1008005,5.1008005,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.985672599,NA-ion_270040-5-3-37
43,0.884956,25,5.1007981,5.1007981,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.985513128,NA-ion_270040-5-3-37
44,0.884536,25,5.1008353,5.1008353,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.985045403,NA-ion_270040-5-3-37
45,0.8843931,25,5.1008425,5.1008425,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.984886266,NA-ion_270040-5-3-37
46,0.8839647,25,5.1008139,5.1008139,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.984409187,NA-ion_270040-5-3-37
47,0.883818,25,5.100812,5.100812,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.984245817,NA-ion_270040-5-3-37
48,0.8835374,25,5.1008353,5.1008353,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.983933333,NA-ion_270040-5-3-37
49,0.8832619,25,5.1009021,5.1009021,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.983626528,NA-ion_270040-5-3-37
50,0.8828349,25,5.1008592,5.1008592,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.983151008,NA-ion_270040-5-3-37
51,0.8826938,25,5.1008606,5.1008606,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.982993875,NA-ion_270040-5-3-37
52,0.8822684,25,5.1008735,5.1008735,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.982520137,NA-ion_270040-5-3-37
53,0.8819815,25,5.100812,5.100812,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.982200637,NA-ion_270040-5-3-37
54,0.8817014,25,5.1008596,5.1008596,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.981888709,NA-ion_270040-5-3-37
55,0.8815629,25,5.1008563,5.1008563,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.981734471,NA-ion_270040-5-3-37
56,0.8811322,25,5.1008315,5.1008315,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.981254831,NA-ion_270040-5-3-37
57,0.8808469,25,5.1008162,5.1008162,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.980937113,NA-ion_270040-5-3-37
58,0.8805705,25,5.1008534,5.1008534,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.980629305,NA-ion_270040-5-3-37
59,0.880286,25,5.100894,5.100894,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.980312478,NA-ion_270040-5-3-37
60,0.8798583,25,5.1008368,5.1008368,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.979836178,NA-ion_270040-5-3-37
61,0.8797148,25,5.1008444,5.1008444,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.979676373,NA-ion_270040-5-3-37
62,0.8794346,25,5.1008368,5.1008368,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.979364334,NA-ion_270040-5-3-37
63,0.8788598,25,5.1007853,5.1007853,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.978724219,NA-ion_270040-5-3-37
64,0.8787209,25,5.1008024,5.1008024,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.978569536,NA-ion_270040-5-3-37
65,0.8784401,25,5.1008463,5.1008463,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.978256829,NA-ion_270040-5-3-37
66,0.8783,25,5.1008563,5.1008563,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.97810081,NA-ion_270040-5-3-37
67,0.8777275,25,5.1008091,5.1008091,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.977463257,NA-ion_270040-5-3-37
68,0.8774448,25,5.1008325,5.1008325,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.977148434,NA-ion_270040-5-3-37
69,0.8771647,25,5.1008382,5.1008382,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.976836506,NA-ion_270040-5-3-37
70,0.8768824,25,5.1008353,5.1008353,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.976522128,NA-ion_270040-5-3-37
71,0.8763126,25,5.1008286,5.1008286,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.975887582,NA-ion_270040-5-3-37
72,0.8760328,25,5.1008506,5.1008506,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.975575989,NA-ion_270040-5-3-37
73,0.8756043,25,5.100862,5.100862,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.975098798,NA-ion_270040-5-3-37
74,0.8753259,25,5.1008554,5.1008554,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.974788764,NA-ion_270040-5-3-37
75,0.8748965,25,5.1008096,5.1008096,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.974310571,NA-ion_270040-5-3-37
76,0.874617,25,5.1008387,5.1008387,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.973999312,NA-ion_270040-5-3-37
77,0.8741851,25,5.1007867,5.1007867,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.973518335,NA-ion_270040-5-3-37
78,0.8740438,25,5.1007943,5.1007943,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.97336098,NA-ion_270040-5-3-37
79,0.8736212,25,5.1008096,5.1008096,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.97289036,NA-ion_270040-5-3-37
80,0.8731959,25,5.1008692,5.1008692,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.972416733,NA-ion_270040-5-3-37
81,0.872769,25,5.100831,5.100831,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.971941325,NA-ion_270040-5-3-37
82,0.8726329,25,5.1008139,5.1008139,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.97178976,NA-ion_270040-5-3-37
83,0.8722045,25,5.1007943,5.1007943,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.971312681,NA-ion_270040-5-3-37
84,0.87178,25,5.1007867,5.1007867,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.970839945,NA-ion_270040-5-3-37
85,0.8713552,25,5.1008034,5.1008034,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.970366875,NA-ion_270040-5-3-37
86,0.8710709,25,5.1008511,5.1008511,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.97005027,NA-ion_270040-5-3-37
87,0.8706435,25,5.1008291,5.1008291,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.969574305,NA-ion_270040-5-3-37
88,0.8703558,25,5.1007915,5.1007915,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.969253914,NA-ion_270040-5-3-37
89,0.8697927,25,5.1007328,5.1007328,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.968626829,NA-ion_270040-5-3-37
90,0.8693689,25,5.1008539,5.1008539,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.968154873,NA-ion_270040-5-3-37
91,0.8689386,25,5.1007667,5.1007667,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.967675678,NA-ion_270040-5-3-37
92,0.8685113,25,5.1007624,5.1007624,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.967199824,NA-ion_270040-5-3-37
93,0.8680911,25,5.1007528,5.1007528,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.966731877,NA-ion_270040-5-3-37
94,0.8676654,25,5.1007872,5.1007872,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.966257805,NA-ion_270040-5-3-37
95,0.8673806,25,5.1008039,5.1008039,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.965940643,NA-ion_270040-5-3-37
96,0.8668182,25,5.1008286,5.1008286,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.965314338,NA-ion_270040-5-3-37
97,0.8665357,25,5.1008368,5.1008368,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.964999738,NA-ion_270040-5-3-37
98,0.8659667,25,5.1008263,5.1008263,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.964366083,NA-ion_270040-5-3-37
99,0.865258,25,5.1008368,5.1008368,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.963576853,NA-ion_270040-5-3-37
100,0.8649734,25,5.1008205,5.1008205,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.963259914,NA-ion_270040-5-3-37
101,0.8645518,25,5.1008172,5.1008172,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.962790408,NA-ion_270040-5-3-37
102,0.8639827,25,5.1008139,5.1008139,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.962156642,NA-ion_270040-5-3-37
103,0.8637012,25,5.1008353,5.1008353,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.961843155,NA-ion_270040-5-3-37
104,0.863274,25,5.1007986,5.1007986,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.961367412,NA-ion_270040-5-3-37
105,0.8629921,25,5.1008024,5.1008024,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.96105348,NA-ion_270040-5-3-37
106,0.8624224,25,5.1007996,5.1007996,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.960419045,NA-ion_270040-5-3-37
107,0.8622837,25,5.1007957,5.1007957,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.960264585,NA-ion_270040-5-3-37
108,0.8617166,25,5.1008177,5.1008177,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.959633046,NA-ion_270040-5-3-37
109,0.8612917,25,5.1008081,5.1008081,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.959159865,NA-ion_270040-5-3-37
110,0.8608691,25,5.1007996,5.1007996,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.958689245,NA-ion_270040-5-3-37
111,0.8605803,25,5.1007771,5.1007771,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.958367628,NA-ion_270040-5-3-37
112,0.8600144,25,5.1007805,5.1007805,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.957737426,NA-ion_270040-5-3-37
113,0.8595983,25,5.1008229,5.1008229,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.957274044,NA-ion_270040-5-3-37
114,0.8591704,25,5.100791,5.100791,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.956797522,NA-ion_270040-5-3-37
115,0.8587437,25,5.1008134,5.1008134,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.956322337,NA-ion_270040-5-3-37
116,0.8583105,25,5.1007867,5.1007867,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.955839912,NA-ion_270040-5-3-37
117,0.8578807,25,5.1007638,5.1007638,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.955361274,NA-ion_270040-5-3-37
118,0.8574548,25,5.1007509,5.1007509,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.954886979,NA-ion_270040-5-3-37
119,0.8570253,25,5.1007605,5.1007605,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.954408676,NA-ion_270040-5-3-37
120,0.8565969,25,5.1007013,5.1007013,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.953931597,NA-ion_270040-5-3-37
121,0.8561613,25,5.1006193,5.1006193,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.9534465,NA-ion_270040-5-3-37
122,0.8557352,25,5.1006994,5.1006994,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.952971982,NA-ion_270040-5-3-37
123,0.8553153,25,5.1006274,5.1006274,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.952504369,NA-ion_270040-5-3-37
124,0.8550357,25,5.100668,5.100668,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.952192998,NA-ion_270040-5-3-37
125,0.854461,25,5.1005974,5.1005974,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.951552995,NA-ion_270040-5-3-37
126,0.8541752,25,5.1005974,5.1005974,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.95123472,NA-ion_270040-5-3-37
127,0.8537599,25,5.1006751,5.1006751,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.95077223,NA-ion_270040-5-3-37
128,0.8533292,25,5.1006413,5.1006413,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.950292589,NA-ion_270040-5-3-37
129,0.8527689,25,5.1007166,5.1007166,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.949668623,NA-ion_270040-5-3-37
130,0.8524804,25,5.1006732,5.1006732,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.949347341,NA-ion_270040-5-3-37
131,0.851911,25,5.1006317,5.1006317,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.94871324,NA-ion_270040-5-3-37
132,0.8516279,25,5.1006236,5.1006236,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.948397972,NA-ion_270040-5-3-37
133,0.8509197,25,5.1006055,5.1006055,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.947609299,NA-ion_270040-5-3-37
134,0.8506336,25,5.1006536,5.1006536,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.94729069,NA-ion_270040-5-3-37
135,0.8502036,25,5.1005821,5.1005821,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.946811829,NA-ion_270040-5-3-37
136,0.8496445,25,5.100637,5.100637,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.946189199,NA-ion_270040-5-3-37
137,0.8493612,25,5.1006536,5.1006536,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.945873708,NA-ion_270040-5-3-37
138,0.8489386,25,5.1006665,5.1006665,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.945403088,NA-ion_270040-5-3-37
139,0.8483753,25,5.1006556,5.1006556,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.94477578,NA-ion_270040-5-3-37
140,0.8482283,25,5.100647,5.100647,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.944612077,NA-ion_270040-5-3-37
141,0.8475236,25,5.1006622,5.1006622,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.943827302,NA-ion_270040-5-3-37
142,0.8472397,25,5.100625,5.100625,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.943511142,NA-ion_270040-5-3-37
143,0.846817,25,5.1006722,5.1006722,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.943040411,NA-ion_270040-5-3-37
144,0.8465302,25,5.1006784,5.1006784,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.942721022,NA-ion_270040-5-3-37
145,0.8459623,25,5.1006694,5.1006694,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.942088592,NA-ion_270040-5-3-37
146,0.8455368,25,5.1006732,5.1006732,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.941614743,NA-ion_270040-5-3-37
147,0.8451124,25,5.1006732,5.1006732,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.941142118,NA-ion_270040-5-3-37
148,0.8446849,25,5.1006389,5.1006389,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.940666042,NA-ion_270040-5-3-37
149,0.8441234,25,5.1006775,5.1006775,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.940040739,NA-ion_270040-5-3-37
150,0.84384,25,5.1006956,5.1006956,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.939725136,NA-ion_270040-5-3-37
151,0.8434134,25,5.1006327,5.1006327,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.939250062,NA-ion_270040-5-3-37
152,0.8429799,25,5.1005988,5.1005988,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.938767303,NA-ion_270040-5-3-37
153,0.8427024,25,5.1006279,5.1006279,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.938458271,NA-ion_270040-5-3-37
154,0.8421358,25,5.100647,5.100647,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.937827289,NA-ion_270040-5-3-37
155,0.841703,25,5.1005988,5.1005988,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.93734531,NA-ion_270040-5-3-37
156,0.841141,25,5.1006093,5.1006093,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.93671945,NA-ion_270040-5-3-37
157,0.8404309,25,5.1006069,5.1006069,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.935928662,NA-ion_270040-5-3-37
158,0.8400046,25,5.1006265,5.1006265,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.935453922,NA-ion_270040-5-3-37
159,0.8397291,25,5.1006303,5.1006303,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.935147117,NA-ion_270040-5-3-37
160,0.8392996,25,5.1005955,5.1005955,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.934668813,NA-ion_270040-5-3-37
161,0.8391564,25,5.1005831,5.1005831,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.934509341,NA-ion_270040-5-3-37
162,0.8388742,25,5.1006155,5.1006155,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.934195075,NA-ion_270040-5-3-37
163,0.8383178,25,5.1006856,5.1006856,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.933575451,NA-ion_270040-5-3-37
164,0.8378892,25,5.1006737,5.1006737,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.93309815,NA-ion_270040-5-3-37
165,0.8375987,25,5.1006174,5.1006174,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.93277464,NA-ion_270040-5-3-37
166,0.8371728,25,5.1006355,5.1006355,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.932300345,NA-ion_270040-5-3-37
167,0.8368946,25,5.1006498,5.1006498,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.931990534,NA-ion_270040-5-3-37
168,0.8364663,25,5.1006985,5.1006985,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.931513566,NA-ion_270040-5-3-37
169,0.8360401,25,5.1006136,5.1006136,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.931038937,NA-ion_270040-5-3-37
170,0.8356192,25,5.1006832,5.1006832,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.930570211,NA-ion_270040-5-3-37
171,0.8353394,25,5.1006651,5.1006651,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.930258617,NA-ion_270040-5-3-37
172,0.8349088,25,5.1006374,5.1006374,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.929779088,NA-ion_270040-5-3-37
173,0.8344824,25,5.1006036,5.1006036,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.929304237,NA-ion_270040-5-3-37
174,0.8342001,25,5.1006498,5.1006498,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.928989859,NA-ion_270040-5-3-37
175,0.8334963,25,5.1006737,5.1006737,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.928206086,NA-ion_270040-5-3-37
176,0.8333501,25,5.1006722,5.1006722,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.928043274,NA-ion_270040-5-3-37
177,0.8327853,25,5.1006708,5.1006708,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.927414296,NA-ion_270040-5-3-37
178,0.8323596,25,5.100596,5.100596,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.926940224,NA-ion_270040-5-3-37
179,0.8319335,25,5.1006231,5.1006231,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.926465706,NA-ion_270040-5-3-37
180,0.8316477,25,5.1005764,5.1005764,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.926147431,NA-ion_270040-5-3-37
181,0.8313767,25,5.1006784,5.1006784,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.925845637,NA-ion_270040-5-3-37
182,0.8309436,25,5.1006303,5.1006303,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.925363324,NA-ion_270040-5-3-37
183,0.8306627,25,5.1006913,5.1006913,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.925050506,NA-ion_270040-5-3-37
184,0.8302364,25,5.100646,5.100646,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.924575766,NA-ion_270040-5-3-37
185,0.8301029,25,5.1007056,5.1007056,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.924427096,NA-ion_270040-5-3-37
186,0.8296729,25,5.1006665,5.1006665,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.923948235,NA-ion_270040-5-3-37
187,0.8291016,25,5.1006556,5.1006556,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.923312019,NA-ion_270040-5-3-37
188,0.8288192,25,5.1006498,5.1006498,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.92299753,NA-ion_270040-5-3-37
189,0.8284,25,5.1006222,5.1006222,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.922530696,NA-ion_270040-5-3-37
190,0.8279814,25,5.1006985,5.1006985,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.922064531,NA-ion_270040-5-3-37
191,0.8277009,25,5.1007304,5.1007304,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.921752158,NA-ion_270040-5-3-37
192,0.8274228,25,5.1007624,5.1007624,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.921442458,NA-ion_270040-5-3-37
193,0.826987,25,5.1007023,5.1007023,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.920957138,NA-ion_270040-5-3-37
194,0.8266956,25,5.1006765,5.1006765,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.920632626,NA-ion_270040-5-3-37
195,0.8262779,25,5.1007175,5.1007175,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.920167463,NA-ion_270040-5-3-37
196,0.8258485,25,5.1006856,5.1006856,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.919689271,NA-ion_270040-5-3-37
197,0.8254242,25,5.1006951,5.1006951,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.919216758,NA-ion_270040-5-3-37
198,0.8251446,25,5.1006927,5.1006927,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.918905387,NA-ion_270040-5-3-37
199,0.8247159,25,5.100709,5.100709,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.918427974,NA-ion_270040-5-3-37
200,0.8242911,25,5.1006856,5.1006856,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.917954904,NA-ion_270040-5-3-37
201,0.8240097,25,5.1006994,5.1006994,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.917641529,NA-ion_270040-5-3-37
202,0.8238674,25,5.1006703,5.1006703,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.917483059,NA-ion_270040-5-3-37
203,0.8231606,25,5.1007195,5.1007195,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.916695946,NA-ion_270040-5-3-37
204,0.8228742,25,5.1006646,5.1006646,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.916377002,NA-ion_270040-5-3-37
205,0.8223032,25,5.1006498,5.1006498,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.91574112,NA-ion_270040-5-3-37
206,0.8218826,25,5.100647,5.100647,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.915272727,NA-ion_270040-5-3-37
207,0.8214576,25,5.1006584,5.1006584,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.914799435,NA-ion_270040-5-3-37
208,0.8210269,25,5.1006308,5.1006308,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.914319795,NA-ion_270040-5-3-37
209,0.820744,25,5.1006637,5.1006637,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.914004749,NA-ion_270040-5-3-37
210,0.8204628,25,5.1006813,5.1006813,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.913691596,NA-ion_270040-5-3-37
211,0.8199024,25,5.1007566,5.1007566,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-3-37,0.913067518,NA-ion_270040-5-3-37
1,0.8441003,25,2.5004065,2.5004065,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-4-36,1,NA-ion_270040-5-4-36
2,0.847734,25,2.5004051,2.5004051,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-4-36,1,NA-ion_270040-5-4-36
3,0.8457215,25,2.5004127,2.5004127,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-4-36,1,NA-ion_270040-5-4-36
4,0.8450967,25,2.5004051,2.5004051,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-4-36,1,NA-ion_270040-5-4-36
5,0.84461,25,2.5004134,2.5004134,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-5-4-36,1,NA-ion_270040-5-4-36
